case:concept:name,concept:name,time:timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,Resource,Variant,Variant2_index,Variant3,customer,lifecycle:transition,product,responsible_section,seriousness,seriousness_2,service_level,service_type,support_section,workgroup
Case1022,Closed,00:35.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 5,Variant 4,4,Variant 4,Value 167,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1023,Assign seriousness,39:30.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 1,Variant 8,8,Variant 8,Value 237,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1023,Resolve ticket,14:48.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 237,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1023,Resolve ticket,14:48.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 2,Variant 8,8,Variant 8,Value 237,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1023,Closed,15:06.0,Variant 8,8,Fluxicon Disco,Variant 8,8,Value 3,Variant 8,8,Variant 8,Value 237,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1024,Assign seriousness,22:19.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 13,Variant 4,4,Variant 4,Value 75,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1024,Assign seriousness,40:41.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 15,Variant 4,4,Variant 4,Value 75,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1024,Take in charge ticket,44:17.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 15,Variant 4,4,Variant 4,Value 75,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1024,Resolve ticket,33:09.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 15,Variant 4,4,Variant 4,Value 75,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1024,Closed,31:38.0,Variant 4,4,Fluxicon Disco,Variant 4,4,Value 5,Variant 4,4,Variant 4,Value 75,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1025,Assign seriousness,41:58.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 241,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1025,Take in charge ticket,42:34.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 241,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1025,Wait,24:59.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 2,Variant 3,3,Variant 3,Value 241,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1025,Take in charge ticket,42:11.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 2,Variant 3,3,Variant 3,Value 241,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1025,Resolve ticket,42:20.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 2,Variant 3,3,Variant 3,Value 241,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1025,Closed,42:36.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 241,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1026,Assign seriousness,56:12.0,Variant 10,10,Fluxicon Disco,Variant 10,10,Value 14,Variant 10,10,Variant 10,Value 104,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1026,Take in charge ticket,37:45.0,Variant 10,10,Fluxicon Disco,Variant 10,10,Value 2,Variant 10,10,Variant 10,Value 104,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1026,Require upgrade,38:03.0,Variant 10,10,Fluxicon Disco,Variant 10,10,Value 4,Variant 10,10,Variant 10,Value 104,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1026,Resolve ticket,04:46.0,Variant 10,10,Fluxicon Disco,Variant 10,10,Value 4,Variant 10,10,Variant 10,Value 104,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1026,Closed,05:00.0,Variant 10,10,Fluxicon Disco,Variant 10,10,Value 3,Variant 10,10,Variant 10,Value 104,complete,Value 1,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case1027,Assign seriousness,36:13.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 74,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1027,Take in charge ticket,23:18.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 74,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1027,Wait,18:01.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 14,Variant 2,2,Variant 2,Value 74,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1027,Resolve ticket,33:16.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 14,Variant 2,2,Variant 2,Value 74,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1027,Closed,33:30.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 74,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1028,Assign seriousness,31:42.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 71,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1028,Take in charge ticket,45:45.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 71,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1028,Resolve ticket,46:06.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 6,Variant 1,1,Variant 1,Value 71,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1028,Closed,46:26.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 71,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1029,Assign seriousness,25:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1029,Take in charge ticket,22:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 10,Variant 1,1,Variant 1,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1029,Resolve ticket,40:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1029,Closed,30:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case103,Assign seriousness,30:54.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 2,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Assign seriousness,49:10.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 2,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Take in charge ticket,16:44.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 15,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Wait,37:29.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 15,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Take in charge ticket,18:05.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 15,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Create SW anomaly,18:28.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 15,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Resolve ticket,23:07.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 15,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case103,Closed,23:33.0,Variant 92,92,Fluxicon Disco,Variant 92,92,Value 5,Variant 96,96,Variant 96,Value 63,complete,Value 3,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case1030,Assign seriousness,40:52.0,Variant 93,93,Fluxicon Disco,Variant 93,93,Value 2,Variant 115,115,Variant 115,Value 110,complete,Value 3,Value 3,Value 1,Value 2,Value 2,Value 1,Value 6,Value 1
Case1030,Assign seriousness,41:05.0,Variant 93,93,Fluxicon Disco,Variant 93,93,Value 2,Variant 115,115,Variant 115,Value 110,complete,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 6,Value 1
Case1030,Take in charge ticket,41:23.0,Variant 93,93,Fluxicon Disco,Variant 93,93,Value 2,Variant 115,115,Variant 115,Value 110,complete,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 6,Value 1
Case1030,Create SW anomaly,41:33.0,Variant 93,93,Fluxicon Disco,Variant 93,93,Value 2,Variant 115,115,Variant 115,Value 110,complete,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 6,Value 1
Case1030,Resolve ticket,05:31.0,Variant 93,93,Fluxicon Disco,Variant 93,93,Value 2,Variant 115,115,Variant 115,Value 110,complete,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 6,Value 1
Case1030,Closed,05:44.0,Variant 93,93,Fluxicon Disco,Variant 93,93,Value 5,Variant 115,115,Variant 115,Value 110,complete,Value 3,Value 3,Value 1,Value 1,Value 2,Value 1,Value 6,Value 1
Case1031,Assign seriousness,41:36.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 220,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1031,Take in charge ticket,41:54.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 8,Variant 3,3,Variant 3,Value 220,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1031,Wait,53:23.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 220,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1031,Take in charge ticket,53:46.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 220,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1031,Resolve ticket,54:11.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 9,Variant 3,3,Variant 3,Value 220,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1031,Closed,50:58.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 220,complete,Value 2,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1032,Assign seriousness,07:25.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 71,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1032,Take in charge ticket,07:34.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 71,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1032,Wait,29:31.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 71,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1032,Resolve ticket,31:57.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 71,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1032,Closed,20:26.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 71,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1033,Assign seriousness,25:05.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 1,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1033,Take in charge ticket,29:26.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1033,Wait,07:21.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1033,Resolve ticket,40:33.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1033,Closed,10:47.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 5,Variant 2,2,Variant 2,Value 22,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1034,Assign seriousness,22:23.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1034,Take in charge ticket,27:18.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1034,Resolve ticket,50:30.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1034,Closed,30:30.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1035,Assign seriousness,19:58.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 9,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1035,Assign seriousness,42:41.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 2,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1035,Take in charge ticket,42:50.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 2,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1035,Wait,59:57.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 9,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1035,Take in charge ticket,57:41.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 2,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1035,Resolve ticket,58:03.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 2,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1035,Closed,58:17.0,Variant 13,13,Fluxicon Disco,Variant 13,13,Value 5,Variant 13,13,Variant 13,Value 23,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1036,Assign seriousness,38:19.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1036,Take in charge ticket,38:27.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1036,Wait,35:37.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1036,Take in charge ticket,32:51.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1036,Resolve ticket,40:27.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 1,Variant 3,3,Variant 3,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1036,Closed,41:01.0,Variant 3,3,Fluxicon Disco,Variant 3,3,Value 5,Variant 3,3,Variant 3,Value 49,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1037,Assign seriousness,11:15.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 53,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1037,Take in charge ticket,19:04.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 53,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1037,Resolve ticket,02:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 53,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1037,Closed,20:28.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 53,complete,Value 4,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1038,Assign seriousness,29:40.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 146,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1038,Take in charge ticket,33:25.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 146,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1038,Resolve ticket,53:33.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 146,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1038,Closed,14:01.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 146,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1039,Assign seriousness,14:33.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1039,Take in charge ticket,55:42.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1039,Resolve ticket,35:15.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 4,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1039,Closed,20:39.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 17,complete,Value 1,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case104,Assign seriousness,34:59.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 8,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case104,Take in charge ticket,32:40.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 17,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case104,Resolve ticket,34:24.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 17,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case104,Closed,42:36.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 35,complete,Value 3,Value 1,Value 1,Value 2,Value 3,Value 2,Value 1,Value 4
Case1040,Assign seriousness,07:43.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 52,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1040,Take in charge ticket,07:57.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 52,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1040,Resolve ticket,35:15.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 52,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1040,Closed,10:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 52,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1041,Assign seriousness,44:47.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 55,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1041,Take in charge ticket,44:54.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 55,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1041,Resolve ticket,37:30.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 55,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1041,Closed,50:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 55,complete,Value 1,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case1042,Assign seriousness,22:52.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 1,Variant 1,1,Variant 1,Value 99,complete,Value 14,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1042,Take in charge ticket,07:38.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 99,complete,Value 14,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1042,Resolve ticket,24:29.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 9,Variant 1,1,Variant 1,Value 99,complete,Value 14,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1042,Closed,30:21.0,Variant 1,1,Fluxicon Disco,Variant 1,1,Value 5,Variant 1,1,Variant 1,Value 99,complete,Value 14,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case1043,Assign seriousness,29:06.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 4,Variant 2,2,Variant 2,Value 34,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1043,Take in charge ticket,26:43.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 34,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1043,Wait,04:35.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 34,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1043,Resolve ticket,28:26.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 2,Variant 2,2,Variant 2,Value 34,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1043,Closed,28:46.0,Variant 2,2,Fluxicon Disco,Variant 2,2,Value 3,Variant 2,2,Variant 2,Value 34,complete,Value 1,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case1044,Assign seriousness,45:13.0,Variant 20,20,Fluxicon Disco,Variant 20,20,Value 2,Variant 20,20,Variant 20,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1044,Take in charge ticket,21:00.0,Variant 20,20,Fluxicon Disco,Variant 20,20,Value 16,Variant 20,20,Variant 20,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1044,Resolve ticket,10:24.0,Variant 20,20,Fluxicon Disco,Variant 20,20,Value 16,Variant 20,20,Variant 20,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case1044,Take in charge ticket,21:15.0,Variant 20,20,Fluxicon Disco,Variant 20,20,Value 16,Variant 20,20,Variant 20,Value 8,complete,Value 3,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
